YrSold,HeatingQC,Street,YearRemodAdd,Heating,SalePrice
2007.0,TA,Pave,1975.0,GasA,12.209187788430318
2006.0,TA,Pave,1950.0,GasA,11.79810440720389
2009.0,TA,Pave,1950.0,GasA,11.608235644774552
2008.0,Ex,Pave,1977.0,GasA,12.165250651009918
2010.0,TA,Pave,1971.0,GasA,11.385092093460344
2009.0,TA,Pave,2006.0,GasW,11.350406535472453
2007.0,Ex,Pave,2007.0,GasA,12.552926520261092
2007.0,TA,Pave,1950.0,GasA,11.856515169360305
2007.0,Ex,Pave,1996.0,GasA,13.521139497361697
2007.0,Ex,Pave,2004.0,GasA,11.910358401381128
2007.0,Ex,Pave,2007.0,GasA,12.249610947544657
2007.0,Fa,Pave,1976.0,GasA,11.827042533619087
2009.0,Ex,Pave,1999.0,GasA,12.323855681186558
2006.0,TA,Pave,1967.0,GasA,11.719939634354555
2007.0,TA,Pave,1950.0,GasA,11.688558033613386
2010.0,TA,Pave,1957.0,GasA,11.884489021402711
2010.0,Ex,Pave,1992.0,GasA,12.154779351142622
2007.0,Ex,Pave,1995.0,GasA,11.724805824005728
2008.0,Gd,Pave,2006.0,GasA,11.914047823644255
2009.0,Ex,Pave,2005.0,GasA,11.951180395901384
2010.0,Fa,Pave,1952.0,GasA,12.01974306733868
2008.0,Ex,Pave,2004.0,GasA,11.881034786534624
2010.0,TA,Grvl,1963.0,GasA,11.608235644774552
2009.0,Gd,Pave,1995.0,GasA,12.066810578196666
2008.0,TA,Pave,1974.0,GasA,12.12811110406046
2009.0,Gd,Pave,1986.0,GasA,12.031719258385396
2010.0,Ex,Pave,2000.0,GasA,12.086725887897607
2007.0,Gd,Pave,1970.0,GasA,11.344506813345266
2009.0,Ex,Pave,2008.0,GasA,12.676076274775909
2008.0,TA,Pave,1950.0,GasA,11.682668239557323
2009.0,TA,Pave,1958.0,GasA,11.608235644774552
2009.0,Ex,Pave,1993.0,GasA,12.269047444691562
2007.0,Ex,Pave,1978.0,GasA,11.957611286231673
2008.0,Ex,Pave,2000.0,GasA,12.429216196844385
2009.0,Ex,Pave,2008.0,GasA,12.827992316801751
2008.0,Ex,Pave,1997.0,GasA,12.072541252905651
2007.0,Ex,Pave,2005.0,GasA,12.533576212168626
2007.0,TA,Pave,1972.0,GasA,11.630708500626612
2009.0,Ex,Pave,2004.0,GasA,12.4799093111599
2010.0,Ex,Pave,1995.0,GasA,12.691580461311874
2007.0,TA,Pave,2001.0,GasA,12.400816722322686
2007.0,TA,Pave,1955.0,GasA,11.77528972943772
2006.0,Ex,Pave,2005.0,GasA,12.01364014498549
2009.0,Ex,Pave,2005.0,GasA,12.542544882151388
2009.0,Ex,Pave,1996.0,GasA,12.90669184092882
2007.0,TA,Pave,1964.0,GasA,11.686878772093666
2008.0,TA,Pave,1995.0,GasA,11.73606901628444
2010.0,TA,Pave,1976.0,GasA,11.761346823468708
2009.0,Gd,Pave,1978.0,GasA,12.058152515453552
2010.0,Ex,Pave,2006.0,GasA,11.349229372299439
2008.0,Ex,Pave,2004.0,GasA,12.929991484756872
2007.0,TA,Pave,1965.0,GasA,11.957611286231673
2009.0,TA,Pave,1977.0,GasA,12.031123843065632
2006.0,TA,Pave,1950.0,GasA,11.512925464970229
2009.0,Gd,Pave,1989.0,GasA,12.524526376648708
2007.0,TA,Pave,1971.0,GasA,11.719939634354555
2007.0,Ex,Pave,2002.0,GasA,11.790557201568507
2006.0,Ex,Pave,2005.0,GasA,12.387977448827785
2009.0,TA,Pave,1963.0,GasA,11.842229212112828
2008.0,Ex,Pave,1950.0,GasA,11.652687407345386
2010.0,Ex,Pave,1963.0,GasA,11.831379196088763
2007.0,TA,Pave,1956.0,GasA,11.813030057420566
2006.0,TA,Pave,1996.0,GasA,11.80894766169701
2010.0,TA,Pave,1964.0,GasA,12.103486056755072
2008.0,Ex,Pave,1998.0,GasA,12.173032791451973
2009.0,Gd,Pave,1957.0,GasA,11.960811288962343
2007.0,TA,Pave,2000.0,GasA,11.790557201568507
2009.0,Gd,Pave,2009.0,GasA,12.321630986164447
2007.0,Ex,Pave,2003.0,GasA,11.842229212112828
2007.0,Ex,Pave,2003.0,GasA,12.323855681186558
2009.0,Ex,Pave,2005.0,GasA,12.146853285870202
2008.0,Ex,Pave,1950.0,GasA,11.678439903447801
2009.0,Fa,Pave,1952.0,GasW,11.314474526246391
2007.0,Ex,Pave,2007.0,GasA,12.8790171187726
2009.0,Ex,Pave,1956.0,GasA,11.626254150277232
2007.0,Ex,Pave,2007.0,GasA,12.424806488355683
2006.0,TA,Pave,1962.0,GasA,11.809319478024031
2008.0,TA,Pave,1960.0,GasA,11.283512300642423
2006.0,Ex,Pave,2006.0,GasA,12.676076274775909
2007.0,Ex,Pave,1991.0,GasA,11.970350312009103
2007.0,TA,Pave,1980.0,GasA,11.849397701591442
2009.0,Ex,Pave,2005.0,GasA,11.824079893607152
2008.0,TA,Pave,1991.0,GasA,11.585246126549855
2008.0,Ex,Pave,1995.0,GasA,11.884489021402711
2007.0,TA,Pave,1994.0,GasA,12.20856952572876
2007.0,Ex,Pave,2003.0,GasA,12.12811110406046
2006.0,TA,Pave,1950.0,GasA,11.56171562913966
2006.0,Ex,Pave,2006.0,GasA,12.219309648562168
2010.0,Ex,Pave,2009.0,GasA,12.133501952695337
2008.0,Gd,Pave,1958.0,GasA,11.82041016471819
2010.0,Ex,Pave,1998.0,GasA,12.20856952572876
2006.0,TA,Pave,1976.0,GasA,12.154779351142622
2006.0,Gd,Pave,1996.0,GasA,12.141534124392603
2006.0,Ex,Pave,2002.0,GasA,12.206072645530172
2007.0,Ex,Pave,2007.0,GasA,12.058152515453552
2008.0,TA,Pave,1960.0,GasA,11.964001084330445
2010.0,Ex,Pave,2005.0,GasA,12.269047444691562
2008.0,Ex,Pave,1950.0,GasA,12.12811110406046
2009.0,Ex,Pave,1970.0,GasA,11.732060994886899
2008.0,TA,Pave,1992.0,GasA,12.000891794590137
2006.0,Ex,Pave,2005.0,GasA,12.468436909997665
2009.0,Ex,Pave,2003.0,GasA,12.198544379109382
2007.0,Ex,Pave,2006.0,GasA,11.695247021764182
2009.0,TA,Pave,1977.0,GasA,11.979799201207035
2010.0,Gd,Pave,2003.0,GasA,11.570250531589497
2006.0,Ex,Pave,1992.0,GasA,12.468436909997665
2009.0,Ex,Pave,1995.0,GasA,11.870599909242046
2006.0,Ex,Pave,1950.0,GasA,11.575900264131617
2007.0,Ex,Pave,2007.0,GasA,12.09458226949681
2007.0,TA,Pave,2006.0,GasA,11.751942365440728
2007.0,TA,Pave,2002.0,GasA,11.411446296020374
2007.0,Gd,Pave,1961.0,GasA,11.682668239557323
2006.0,Gd,Pave,1971.0,GasA,12.154779351142622
2006.0,TA,Pave,1950.0,GasA,11.694413341015604
2006.0,Ex,Pave,1999.0,GasA,12.122147410592413
2007.0,TA,Pave,1976.0,GasA,11.951180395901384
2009.0,Ex,Pave,2003.0,GasA,12.864240107194092
2010.0,Fa,Pave,1963.0,GasA,11.79810440720389
2009.0,TA,Pave,1968.0,GasA,12.173032791451973
2007.0,Ex,Pave,2006.0,GasA,12.506177237980511
2008.0,Ex,Pave,2005.0,GasA,11.856515169360305
2008.0,Ex,Pave,2007.0,GasA,11.891361900690473
2007.0,TA,Pave,1961.0,GasA,11.763684183317412
2008.0,Gd,Pave,1968.0,GasA,12.078239274020289
2006.0,Ex,Pave,1999.0,GasA,12.273731294003989
2010.0,Ex,Pave,2009.0,GasA,12.310432660854415
2007.0,Ex,Pave,2007.0,GasA,12.936751613811438
2006.0,Ex,Pave,2006.0,GasA,12.142866569626381
2007.0,Ex,Pave,2007.0,GasA,12.205572520488492
2008.0,TA,Pave,1976.0,GasA,12.100712129872347
2008.0,Ex,Pave,1998.0,GasA,12.237086699059343
2007.0,Ex,Pave,2006.0,GasA,12.175613438045465
2009.0,TA,Pave,1979.0,GasA,11.870271183889114
2007.0,Ex,Pave,1981.0,GasA,12.116694834378958
2006.0,Gd,Pave,1970.0,GasA,11.661776411702583
2009.0,Ex,Pave,1999.0,GasA,12.270220465353926
2009.0,TA,Pave,1950.0,GasA,11.845819880243559
2007.0,Ex,Pave,2001.0,GasA,12.095141084822892
2008.0,Ex,Pave,2000.0,GasA,11.588960151246226
2006.0,Ex,Pave,1992.0,GasA,12.077670930725649
2009.0,Ex,Pave,2004.0,GasA,11.973509872299472
2006.0,Gd,Pave,2005.0,GasA,11.884489021402711
2007.0,TA,Pave,1953.0,GasA,12.287652632522596
2009.0,TA,Pave,2008.0,GasA,11.921718363171069
2008.0,TA,Pave,1969.0,GasA,11.598726943661342
2006.0,Gd,Pave,1994.0,GasA,12.017330520933298
2009.0,Ex,Pave,2007.0,GasA,12.211060187041213
2008.0,Ex,Pave,2006.0,GasA,11.887931365593685
